ne;tipo;Observação;A pagar; Cancelado; Inscritos; Pago
070023000012020NE000238;OUTROS SERVICOS DE TERCEIROS - PJ;APROPRIACAO DAS FATURAS N. 2002007991149 E 2002007934768. VALOR BRUTO R$ 21.921,45. PRESTACAO DE SERVICOS TELEFONICOS FIXOS - CONTRATO TRE-GO 46/2016. DE 18/12/2019 A 17/01/2020. PAD 1005/2020.;NA;NA;NA;NA
070023000012020NE000238;OUTROS SERVICOS DE TERCEIROS - PJ;16CT0046 - DESPESA DE EXERCICIO ANTERIOR. PRESTACAO DE SERVICO TELEFONICO RELATIVO AO PERIODO DE 18/12/2019 A 31/12/2019. FATURAS OI 2002007991149 E 2002007934165. COMPLEMENTACAO A SALDO DA 2020NE000102.;NA;NA;NA;NA
070023000012020NE000240;OUTROS SERVICOS DE TERCEIROS - PJ;PAGAMENTO DAS FATURAS 2002008002739, 2002007935942 E 2002007936096. CONTRATO TRE/GO N� 12/2018. PERIODO: 18/12/2019 A 17/01/2020. PRESTACAO DE SERVICO TELEFONICO. PAD 10112020.;NA;NA;NA;NA
070023000012020NE000240;OUTROS SERVICOS DE TERCEIROS - PJ;RECOLHIMENTO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB. FATURAS 2002008002739, 2002007935942 E 2002007936096. CONTRATO TRE/GO N� 12/2018. PERIODO: 18/12/2019 A 17/01/2020. PRESTACAO DE SERVICO TELEFONICO. PAD 101120. AL. 9,45 PP.;NA;NA;NA;NA
070023000012020NE000240;OUTROS SERVICOS DE TERCEIROS - PJ;18CT0012 - DESPESA DE EXERCICIO ANTERIOR. SERVICO DE TELEFONIA FIXA. TERMINAISINSTALADOS NOS CARTORIOS ELEITORAIS DE BURITI ALEGRE E ITUMBIARA. PERIODO   DE18/12/2019 A 31/12/2019. FATURAS 2002008002739, 2002007935942 E 2002001936096.;NA;NA;NA;NA
070023000012020NE000241;OUTROS SERVICOS DE TERCEIROS - PJ;PAGAMENTO DAS FATURAS 2002008002739, 2002007935942 E 2002007936096. CONTRATO TRE/GO N� 12/2018. PERIODO: 18/12/2019 A 17/01/2020. PRESTACAO DE SERVICO TELEFONICO. PAD 10112020.;NA;NA;NA;NA
070023000012020NE000241;OUTROS SERVICOS DE TERCEIROS - PJ;18CT0012 - DESPESA DE EXERCICIO ANTERIOR. SERVICO DE TELEFONIA FIXA. TERMINAISINSTALADOS NOS CARTORIOS ELEITORAIS DE BURITI ALEGRE E ITUMBIARA. PERIODO   DE18/12/2019 A 31/12/2019. COMPLEMENTACAO DE R$ 0,04 A 2020NE000240.;NA;NA;NA;NA
070023000012020NE000157;TAXAS;2019NECT - OBRIGACOES TRIBUTARIAS A CARGO DESTE TRE/GO.;NA;NA;NA;NA
070023000012020NE000157;TAXAS;APROPRIACAO REFERENTE AO PAGAMENTO DO DPVAT (SEGURO OBRIGATORIO), ANO DE 2020, DOS VEICULOS PERTENCENTES A FROTA DO TRE-GO. VALOR: 412,55. PAD 920/2020.;NA;NA;NA;NA
070023000012020NE000157;TAXAS;PAGAMENTO DE ART AO CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DE GOIAS-CRE-GO, DOC. 28320690120028898, NO VALOR DE R$ 88,78, PAD 1684/2020.;NA;NA;NA;NA
070023000012020NE000157;TAXAS;PAGAMENTO REFERENTE AO PAGAMENTO DO DPVAT (SEGURO OBRIGATORIO), ANO DE 2020, DOS VEICULOS PERTENCENTES A FROTA DO TRE-GO. VALOR: 412,55. PAD 920/2020.;NA;NA;NA;NA
070023000012020NE000157;TAXAS;2019NECT - OBRIGACOES TRIBUTARIAS A CARGO DESTE TRE/GO.;NA;NA;NA;NA
070023000012020NE000157;JUROS;PAGAMENTO DAS NFS N. 8945 E 8946  EMITIDAS EM 20/12/2019. CONTRATO TRE-GO N. 38/2014. OCORRENCIA DE SERVICOS EXTRAORDINARIOS NO MES DE OUTUBRO/2019, POR OCASIAO DA CORRIDA PELA DEMOCRACIA.  SERVICOS DE LIMPEZA, CONSERVACAO, HIGIENIZACAO, GARCOM E ENCARREGADO NOS EDIFICIOS QUE ABRIGAM OS CARTORIOS ELEITORAIS DE GOIANIA, APARECIDA DE GOIANIA, ED. SEDE E ANEXOS I E II. VALOR DAS NFS R$ 324,49. MULTA POR ATRASO NO RECOLHIMENTO DA CONTRIBUICAO AO INSS R$ 0,90.;NA;NA;NA;NA
070023000012020NE000157;JUROS;2019NECT - OBRIGACOES TRIBUTARIAS A CARGO DESTE TRE/GO.;NA;NA;NA;NA
070023000012020NE000157;JUROS;PAGAMENTO DA N.F. N. 492. EMISSAO: 02/12/19. PERIODO DE PRESTACAO DOS SERVICOS: NOVEMBRO/19. CONTRATO: TRE-GO 58/17. OBJETO DO CONTRATO: VIGILANCIA E SEGURANCA ARMADA NO EDIFICIO  ANEXO II DO TRE/GO, EM GOIANIA.;NA;NA;NA;NA
070023000012020NE000157;JUROS;PAGAMENTO DAS NFS N. 8945 E 8946  EMITIDAS EM 20/12/2019. CONTRATO TRE-GO N. 38/2014. OCORRENCIA DE SERVICOS EXTRAORDINARIOS NO MES DE OUTUBRO/2019, POR OCASIAO DA CORRIDA PELA DEMOCRACIA.  SERVICOS DE LIMPEZA, CONSERVACAO, HIGIENIZACAO, GARCOM E ENCARREGADO NOS EDIFICIOS QUE ABRIGAM OS CARTORIOS ELEITORAIS DE GOIANIA, APARECIDA DE GOIANIA, ED. SEDE E ANEXOS I E II. VALOR DAS NFS R$ 324,49. MULTA POR ATRASO NO RECOLHIMENTO DA CONTRIBUICAO AO INSS R$ 0,90.;NA;NA;NA;NA
070023000012020NE000157;JUROS;RECOLHIMENTO INSS - NF 492, EMITIDA EM 02/12/2019, CONTRATO 58/2017, REF. NOVEMBRO/2019, VALOR BASE 17.969,11. ALIQUOTA 11,00PP.;NA;NA;NA;NA
070023000012020NE000157;JUROS;2019NECT - OBRIGACOES TRIBUTARIAS A CARGO DESTE TRE/GO.;NA;NA;NA;NA
070023000012020NE000157;CONTRIB.PREVIDENCIARIAS-SERVICOS DE TERCEIROS;2019NECT - OBRIGACOES TRIBUTARIAS A CARGO DESTE TRE/GO.;NA;NA;NA;NA
070023000012020NE000157;CONTRIB.PREVIDENCIARIAS-SERVICOS DE TERCEIROS;2019NECT - OBRIGACOES TRIBUTARIAS A CARGO DESTE TRE/GO.;NA;NA;NA;NA
070023000012020NE000157;OBRIGACOES PATRONAIS S/ SERV. PESSOA JURIDICA;2019NECT - OBRIGACOES TRIBUTARIAS A CARGO DESTE TRE/GO.;NA;NA;NA;NA
070023000012020NE000157;OBRIGACOES PATRONAIS S/ SERV. PESSOA JURIDICA;2019NECT - OBRIGACOES TRIBUTARIAS A CARGO DESTE TRE/GO.;NA;NA;NA;NA
070023000012020NE000158;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;2019NECT - PAGAMENTO DE TRIBUTOS REFERENTES A EXERCICIOS ANTERIORES.;NA;NA;NA;NA
070023000012020NE000158;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;ADEQUACAO DE GPS;NA;NA;NA;NA
070023000012020NE000158;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;APROPRIACAO DA NOTA FISCAL 4139 (EMITIDA EM 28/11/19). LIMPEZA E CONSERVACAO, COM FORNECIMENTO DE MAO DE OBRA E TODOS MATERIAIS, NOS CARTORIOS ELEITORAIS DE BURITI ALEGRE, CALDAS NOVAS, GOIAS, MINEIROS, NIQUELANDIA, PIRES DO RIO, POSSE, PLANALTINA, URUACU, VALPARAISO DE GOIAS. REPACTUACAO REFERENTE AO PERIODO DE 01/10/2018 A 30/11/2018. PAD 12901/2019. VALOR BRUTO DA NF R$ 2.087,33. MULTA E JUROS POR ATRASO NO RECOLHIMENTO DO INSS NO VALOR DE R$ 42,56.;NA;NA;NA;NA
070023000012020NE000158;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;RECOLHIMENTO DE INSS. AL. 11 PP SOBRE O VALOR DA NF 4139 (R$ 2.087,33). PAD 12901/2019. MULTA/JUROS DE R$ 42,56 (DEVIDA PELO TRE-GO).;NA;NA;NA;NA
070023000012020NE000158;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;2019NECT - PAGAMENTO DE TRIBUTOS REFERENTES A EXERCICIOS ANTERIORES.;NA;NA;NA;NA
070023000012020NE000046;SERVICOS DE AGUA E ESGOTO;2020NECT - DESPESAS COM AGUA E ESGOTO PARA O CARTORIO DE CATALAO.;NA;NA;NA;NA
070023000012020NE000050;SERVICOS DE AGUA E ESGOTO;2020NECT - DESPESAS COM AGUA E ESGOTO.;NA;NA;NA;NA
070023000012020NE000051;SERVICOS DE AGUA E ESGOTO;2020NECT - DESPESAS DE AGUA E ESGOTOS NO CARTORIO DE CALDAS NOVAS.;NA;NA;NA;NA
070023000012020NE000053;SERVICOS DE AGUA E ESGOTO;2020NECT - ATENDIMENTO DAS DESPESAS DE AGUA E ESGOTO NO CARTORIO DE MINEIROS;NA;NA;NA;NA
070023000012020NE000046;SERVICOS DE AGUA E ESGOTO;PAGAMENTO FATURA REFERENTE O FORNECIMENTO DE AGUA E TAXA DE ESGOTO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DE CATALAO, RELATIVO AO MES JANEIRO/2020. VENC. 28/02/2020. PAD 1415/2020.;NA;NA;NA;NA
070023000012020NE000046;SERVICOS DE AGUA E ESGOTO;2020NECT - DESPESAS COM AGUA E ESGOTO PARA O CARTORIO DE CATALAO.;NA;NA;NA;NA
070023000012020NE000050;SERVICOS DE AGUA E ESGOTO;PAGAMENTO FATURAS 3000406171/3000406172 EMITIDAS 07/02/2020 REF. MES JANEIRO/2020 FORNECIMENTO DE AGUA E SERVICOS DE ESGOTO AOS IMOVEIS QUE ABRIGAM O TRIBUNAL E SUAS UNIDADE NA CAPITAL E NO INTERIOR DO ESTADO DE GOIAS. VALOR PRINCIPAL R$ 9.607,79 VENC. 28/02/2020;NA;NA;NA;NA
070023000012020NE000050;SERVICOS DE AGUA E ESGOTO;PAGAMENTO FATURAS 3000406173 EMITIDAS 07/02/2020 REF. MES JANEIRO/2020 FORNECIMENTO DE AGUA E SERVICOS DE ESGOTO AOS IMOVEIS QUE ABRIGAM O TRIBUNAL E SUAS UNIDADE NA CAPITAL E NO INTERIOR DO ESTADO DE GOIAS. VALOR PRINCIPAL R$ 47,05 COMPLEMENTO PAGAMENTO<U+008E>VENC. 28/02/2020;NA;NA;NA;NA
070023000012020NE000050;SERVICOS DE AGUA E ESGOTO;PAGAMENTO FATURAS 3000406173 EMITIDAS 07/02/2020 REF. MES JANEIRO/2020 FORNECIMENTO DE AGUA E SERVICOS DE ESGOTO AOS IMOVEIS QUE ABRIGAM O TRIBUNAL E SUAS UNIDADE NA CAPITAL E NO INTERIOR DO ESTADO DE GOIAS. VALOR PRINCIPAL R$ 47,05 VENC. 28/02/2020;NA;NA;NA;NA
070023000012020NE000050;SERVICOS DE AGUA E ESGOTO;REC CONF IN 1234/2012 ALIQUOTA 9,45 FATURA 3000406171 BASE CALCULO R$ 6.265,08;NA;NA;NA;NA
070023000012020NE000050;SERVICOS DE AGUA E ESGOTO;REC CONF IN 1234/2012 ALIQUOTA 9,45 FATURA 3000406173 BASE CALCULO R$ 46,88;NA;NA;NA;NA
070023000012020NE000050;SERVICOS DE AGUA E ESGOTO;REC CONF IN 1234/2012 DA SRF ALIQUOTA 9,45 FATURA 3000406172 BASE CALCULO R$ 3.341,90;NA;NA;NA;NA
070023000012020NE000050;SERVICOS DE AGUA E ESGOTO;2020NECT - DESPESAS COM AGUA E ESGOTO.;NA;NA;NA;NA
070023000012020NE000051;SERVICOS DE AGUA E ESGOTO;PAGAMENTO FAT 177245012020001 REFERENTE O FORNECIMENTO DE AGUA E TAXA DE ESGOTO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DE CALDAS NOVAS, RELATIVO AO MES JANEIRO/2020.;NA;NA;NA;NA
070023000012020NE000051;SERVICOS DE AGUA E ESGOTO;2020NECT - DESPESAS DE AGUA E ESGOTOS NO CARTORIO DE CALDAS NOVAS.;NA;NA;NA;NA
070023000012020NE000053;SERVICOS DE AGUA E ESGOTO;APROPRIACAO DA DUAM 8228942, REFERENTE AO FORNECIMENTO DE AGUA E TAXA DE ESGOTO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DE MINEIROS, RELATIVO AO MES JANEIRO/2020. PAD 1205/2020.;NA;NA;NA;NA
070023000012020NE000053;SERVICOS DE AGUA E ESGOTO;PAGAMENTO DA DUAM 8228942, REFERENTE AO FORNECIMENTO DE AGUA E TAXA DE ESGOTO DO IMOVEL QUE ABRIGA O CARTORIO ELEITORAL DE MINEIROS, RELATIVO AO MES JANEIRO/2020. PAD 1205/2020.;NA;NA;NA;NA
070023000012020NE000053;SERVICOS DE AGUA E ESGOTO;2020NECT - ATENDIMENTO DAS DESPESAS DE AGUA E ESGOTO NO CARTORIO DE MINEIROS;NA;NA;NA;NA
070023000012020NE000054;CONDOMINIOS;TERMO DE CESSAO DE USO ONEROSO NR. 01/2016 - OCUPACAO_PARCIAL DE IMOVEIS DO TJGO PARA INSTALACAO E FUNCIONAMENTO DE CART. ELEITORAIS E DEP. DE URNAS.       ELETRONICAS;NA;NA;NA;NA
070023000012020NE000056;CONDOMINIOS;11CV0018 - RATEIO DE DESPESAS REFERENTE A INSTALACAO DE POSTOS DE ATENDEIMENTOELEITORAL NOS VAPT-VUPTS.;NA;NA;NA;NA
070023000012020NE000054;CONDOMINIOS;TERMO DE CESSAO DE USO ONEROSO NR. 01/2016 - OCUPACAO_PARCIAL DE IMOVEIS DO TJGO PARA INSTALACAO E FUNCIONAMENTO DE CART. ELEITORAIS E DEP. DE URNAS.       ELETRONICAS;NA;NA;NA;NA
070023000012020NE000056;CONDOMINIOS;11CV0018 - RATEIO DE DESPESAS REFERENTE A INSTALACAO DE POSTOS DE ATENDEIMENTOELEITORAL NOS VAPT-VUPTS.;NA;NA;NA;NA
070023000012020NE000057;SERVICOS DE ENERGIA ELETRICA;2020NECT - PARA ATENDER AS DESPESAS COM O FORNECIMENTO DE ENERGIA ELETRICA.;NA;NA;NA;NA
070023000012020NE000057;SERVICOS DE ENERGIA ELETRICA;PAGAMENTO FATURA 1000402109920/0011950 EMITIDA 04/02/2020 VALOR PRINCIPAL R$ 140.687,05 VENC. 28/02/2020 FORNECIMENTO DE ENERGIA ELETRICA AOS IMOVEIS QUE ABRIGAM O TRIBUNAL REGIONAL ELEITORAL DE GOIAS E SUAS UNIDADES NA CAPITAL E NO INTERIOR DO ESTADO.VALOR PRINCIPAL R$ 140.687,05;NA;NA;NA;NA
070023000012020NE000057;SERVICOS DE ENERGIA ELETRICA;REC CONF IN 1234/2012 ALIQUOTA 5,85 FATURA 1000402109920/0011950;NA;NA;NA;NA
070023000012020NE000057;SERVICOS DE ENERGIA ELETRICA;2020NECT - PARA ATENDER AS DESPESAS COM O FORNECIMENTO DE ENERGIA ELETRICA.;NA;NA;NA;NA
070023000012020NE000059;LIMPEZA E CONSERVACAO;15CT0050 - SERVICOS DE LIMPEZA, CONSERVAO E HIGIENIZACAO DAS DEPENDENCIAS INTEE EXTERNAS DOS EDIFICIOS DOS CARTORIOS ELEITORAIS DO INTERIOR.;NA;NA;NA;NA
070023000012020NE000063;LIMPEZA E CONSERVACAO;14CT0038 - PRESTACAO DE SERVICOS DE LIMPEZA E CONSERVACAO NOS EDIFICIOS SEDE, ANEXO I E II, DEP. DE MATERIAIS. FORUNS ELEITORAIS DE GOIANIA E AP. DE GOIANIA;NA;NA;NA;NA
070023000012020NE000064;LIMPEZA E CONSERVACAO;14CT0039 - LIMPEZA E CONSERVACAO DOS CARTORIOS ELEITORAIS ANAPOLIS, FORMOSA,  RIO VERDE E LUZIANIA.;NA;NA;NA;NA
070023000012020NE000065;LIMPEZA E CONSERVACAO;15CT0060 - PRESTACAO DE SERVICOS DE LIMPEZA, HIGIENIZACAO E CONSERVACAO EM    TRINDADE, IPAMERI, MORRINHOS, MOZARLANDIA, INHUMAS, STA HELENA, GOIANESIA E   ITABERAI.;NA;NA;NA;NA
070023000012020NE000066;LIMPEZA E CONSERVACAO;16CT0025 - SERVICOS CONTINUADOS DE LIMPEZA, CONSERVACAO E HIGIENIZACAO EM     JATAI, ITUMBIARA,PIRACANJUBA,PALMEIRAS DE GOIAS, SAO DOMINGOS, CAMPOS BELOS E QUIRINOPOLIS.;NA;NA;NA;NA
070023000012020NE000067;LIMPEZA E CONSERVACAO;19CT0012- CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE LIMPEZA E CONSENOS CARTORIOS ELEITORAIS DE PIRES DO RIO E MUN. DE GOIAS.;NA;NA;NA;NA
070023000012020NE000068;LIMPEZA E CONSERVACAO;19CT0014- CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE LIMPEZA E CONSENOS CARTORIOS ELEITORAIS DE URUACU.;NA;NA;NA;NA
070023000012020NE000069;LIMPEZA E CONSERVACAO;19CT0070 - SERVICOS DE LIMPEZA/HIGIENIZACAO P/ OS EDIFICIOS SEDE, ANEXO I,    ANEXO II, DEPOSITO DA RUA 69-A, CARTORIOS DE GOIANIA E CENTRAL DE ATENDIMENTO AO ELEITOR. PREGAO ELETRONICO N� 23/2019.;NA;NA;NA;NA
070023000012020NE000070;LIMPEZA E CONSERVACAO;19CT0071 - SERVICOS DE LIMPEZA/HIGIENIZACAO P/ O FORUM ELEITORAL DE APARECIDA DE GOIANIA.                                                                   PREGAO ELETRONICO N� 23/2019.;NA;NA;NA;NA
070023000012020NE000071;LIMPEZA E CONSERVACAO;19CT0013- CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE LIMPEZA E CONSENOS CARTORIOS ELEITORAIS DE CALDAS NOVAS, PLANALTINA, POSSE, BURITI           ALEGRE,NIQUELANDIA, MINEIROS.;NA;NA;NA;NA
070023000012020NE000059;LIMPEZA E CONSERVACAO;PAGAMENTO NF NRS. 9048 A 9053 EMITIDAS EM 03/02/2020 REF MES JANEIRO/2020 - PRESTACAO DE SERVICOS DE LIMPEZA E CONSERVACAO COM FORNECIMENTO DE TODOS OS PRODUTOS E EQUIPAMENTOS ADEQUADOS A EXECUCCAO DOS SERVICOS CT 50/2015 - CART. ELEITORAL DE BELA VISTA  DE GOIAS, AGUAS LINDAS, CRISTALINA, CATALAO, PORANGATU E SAO LUIS MONTES BELOS.;NA;NA;NA;NA
070023000012020NE000059;LIMPEZA E CONSERVACAO;REC CONF IN 1234/2012 DA SRF ALIQUOTA 5,85 NOTAS FISCAIS 9048 A 9053. BASE DE CALCULO R$ 17.844,75;NA;NA;NA;NA
070023000012020NE000059;LIMPEZA E CONSERVACAO;REC CONF IN 971/2009 DO INSS ALIQUOTA 11 NF NRS. 9048 A 9053 BASE CALCULO R$ 14.275,79;NA;NA;NA;NA
070023000012020NE000059;LIMPEZA E CONSERVACAO;REC DEVIDO AO MUNICIPIO DE AGUAS LINDAS DE GOIAS, NF NR. 9052 ALIQUOTA 3PP BASE DE CALCULO R$ 2.960,70;NA;NA;NA;NA
070023000012020NE000059;LIMPEZA E CONSERVACAO;REC DEVIDO AO MUNICIPIO DE CRISTALINA, NF NR. 9051  ALIQUOTA 5PP BASE DE CALCULO R$ 2.999,91;NA;NA;NA;NA
070023000012020NE000059;LIMPEZA E CONSERVACAO;REC DEVIDO AO MUNICIPIO DE PORANGATU, NF NR. 9049 ALIQUOTA 3PP BASE DE CALCULO R$ 2.931,53;NA;NA;NA;NA
070023000012020NE000059;LIMPEZA E CONSERVACAO;REC DEVIDO AO MUNICIPIO DE SAO LUIS MONTES BELOS, NF NR. 9048 ALIQUOTA 3PP BASE DE CALCULO R$ 2.931,53;NA;NA;NA;NA
070023000012020NE000059;LIMPEZA E CONSERVACAO;REC ISS DEVIDO AO MUNICIPIO DE BELA VISTA DE GOIAS NF NR. 9053 ALIQUOTA 2PP BASE CALCULO R$ 3046,94;NA;NA;NA;NA
070023000012020NE000059;LIMPEZA E CONSERVACAO;REC ISS DEVIDO AO MUNICIPIO DE CATALAO NF NR. 9050 BASE CALCULO R$ 2.974,14 ALIQUOTA 2PP;NA;NA;NA;NA
070023000012020NE000059;LIMPEZA E CONSERVACAO;15CT0050 - SERVICOS DE LIMPEZA, CONSERVAO E HIGIENIZACAO DAS DEPENDENCIAS INTEE EXTERNAS DOS EDIFICIOS DOS CARTORIOS ELEITORAIS DO INTERIOR.;NA;NA;NA;NA
070023000012020NE000063;LIMPEZA E CONSERVACAO;14CT0038 - PRESTACAO DE SERVICOS DE LIMPEZA E CONSERVACAO NOS EDIFICIOS SEDE, ANEXO I E II, DEP. DE MATERIAIS. FORUNS ELEITORAIS DE GOIANIA E AP. DE GOIANIA;NA;NA;NA;NA
070023000012020NE000064;LIMPEZA E CONSERVACAO;14CT0039 - LIMPEZA E CONSERVACAO DOS CARTORIOS ELEITORAIS ANAPOLIS, FORMOSA,  RIO VERDE E LUZIANIA.;NA;NA;NA;NA
070023000012020NE000065;LIMPEZA E CONSERVACAO;PAGAMENTO DAS NOTAS FISCAIS 5811 A 5818. EMISSAO: 03/02/2020. CONTRATO N.� 60/2015. PERIODO: JANEIRO/2020. PRESTACAO DE SERVICOS DE LIMPEZA NOS CARTORIOS ELEITORAIS DE INHUMAS, ITABERAI, GOIANESIA, TRINDADE, SANTA HELENA, MORRINHOS, MOZARLANDIA E IPAMERI. PAD 1099/2020.;NA;NA;NA;NA
070023000012020NE000065;LIMPEZA E CONSERVACAO;RECOLHIMENTO CONFORME IN 971/09, DO INSS. ALIQ.: 11 PP. BASE DE CALCULO: R$ 18.198,11. PAGAMENTO DAS NOTAS FISCAIS 5811 A 5818.;NA;NA;NA;NA
070023000012020NE000065;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE ISS DEVIDO AO MUNICIPIO DE MORRINHOS/GO. ALIQUOTA: 5 PP. PAGAMENTO DA NF 5813.;NA;NA;NA;NA
070023000012020NE000065;LIMPEZA E CONSERVACAO;RETENCAO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB NFS 5811 A 5818. RECOLHEDOR 07.386.731/0001-66.;NA;NA;NA;NA
070023000012020NE000065;LIMPEZA E CONSERVACAO;15CT0060 - PRESTACAO DE SERVICOS DE LIMPEZA, HIGIENIZACAO E CONSERVACAO EM    TRINDADE, IPAMERI, MORRINHOS, MOZARLANDIA, INHUMAS, STA HELENA, GOIANESIA E   ITABERAI.;NA;NA;NA;NA
070023000012020NE000066;LIMPEZA E CONSERVACAO;APROPRIACAO DAS NFS 5819, 5820, 5821, 5822, 5823, 5824 E 5825, EMITIDAS EM 03/02/2020, NO VALOR TOTAL BRUTO DE R$ 21.822,82. CONTRATO TRE-GO 25-2016. SERVICOS DE LIMPEZA E CONSERVACAO NOS EDIFICIOS DA JUSTICA ELEITORAL EM QUIRINOPOLIS, SAO DOMINGOS, CAMPOS BELOS, PALMEIRAS DE GOIAS, PIRACANJUBA, ITUMBIARA E JATAI. PAD 1100/2020.;NA;NA;NA;NA
070023000012020NE000066;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE CONTRIBUICAO PREVIDENCIARIA INCIDENTE NAS NFS DE 5819 A 5825, EMITIDAS EM 03/02/2020, NO VALOR BRUTO TOTAL DE R$ 21.822,82. BASE DE CALCULO NO VALOR DE R$ 15.921,08. AL. 11 PP. PAD 1100/2020.;NA;NA;NA;NA
070023000012020NE000066;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE TRIBUTOS FEDERAIS INCIDENTES NAS NFS 5819 A 5825, EMITIDAS EM 03/02/2020, NO VALOR BRUTO TOTAL DE R$ 21.822,82. AL. 5,85. PAD 1100/2020.;NA;NA;NA;NA
070023000012020NE000066;LIMPEZA E CONSERVACAO;RECOLHIMETO DE ISS DEVIDO AO MUNICIPIO DE JATAI-GO, INCIDENTE NA NF 5819, EMITIDA EM 03/02/2020, NO VALOR BRUTO DE R$ 3.291,57. AL. 4 PP. PAD 1100/2020.;NA;NA;NA;NA
070023000012020NE000066;LIMPEZA E CONSERVACAO;16CT0025 - SERVICOS CONTINUADOS DE LIMPEZA, CONSERVACAO E HIGIENIZACAO EM     JATAI, ITUMBIARA,PIRACANJUBA,PALMEIRAS DE GOIAS, SAO DOMINGOS, CAMPOS BELOS E QUIRINOPOLIS.;NA;NA;NA;NA
070023000012020NE000067;LIMPEZA E CONSERVACAO;19CT0012 - PRESTACAO DE SERVICOS CONTINUOS DE LIMPEZA, CONSERVACAO E HIGIENIZACAO DOS EDIFICIOS QUE ABRIGAM CARTORIOS ELEITORAIS NO INTERIOR DE GOIAS. PROR-ROGACAO DA VIGENCIA CONTRATUAL. REFORCO A 2020NE000067.;NA;NA;NA;NA
070023000012020NE000067;LIMPEZA E CONSERVACAO;19CT0012- CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE LIMPEZA E CONSENOS CARTORIOS ELEITORAIS DE PIRES DO RIO E MUN. DE GOIAS.;NA;NA;NA;NA
070023000012020NE000067;LIMPEZA E CONSERVACAO;CANCELAMENTO.;NA;NA;NA;NA
070023000012020NE000068;LIMPEZA E CONSERVACAO;19CT0014 - PRESTACAO DE SERVICOS CONTINUOS DE LIMPEZA, CONSERVACAO E HIGIENIZACAO DOS EDIFICIOS QUE ABRIGAM CARTORIOS ELEITORAIS NO INTERIOR DE GOIAS. PROR-ROGACAO DA VIGENCIA CONTRATUAL. REFORCO A 2020NE000068.;NA;NA;NA;NA
070023000012020NE000068;LIMPEZA E CONSERVACAO;19CT0014- CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE LIMPEZA E CONSENOS CARTORIOS ELEITORAIS DE URUACU.;NA;NA;NA;NA
070023000012020NE000069;LIMPEZA E CONSERVACAO;19CT0070 - SERVICOS DE LIMPEZA/HIGIENIZACAO P/ OS EDIFICIOS SEDE, ANEXO I,    ANEXO II, DEPOSITO DA RUA 69-A, CARTORIOS DE GOIANIA E CENTRAL DE ATENDIMENTO AO ELEITOR. PREGAO ELETRONICO N� 23/2019.;NA;NA;NA;NA
070023000012020NE000070;LIMPEZA E CONSERVACAO;19CT0071 - SERVICOS DE LIMPEZA/HIGIENIZACAO P/ O FORUM ELEITORAL DE APARECIDA DE GOIANIA.                                                                   PREGAO ELETRONICO N� 23/2019.;NA;NA;NA;NA
070023000012020NE000071;LIMPEZA E CONSERVACAO;APROPRIACAO DA FATURA 70 A 76, EMITIDAS 03/02/2020. CONTRATO: TRE/GO N. 13/2019. SERVICOS DE LIMPEZA E CONSERVACAO COM FORNECIMENTO DE MATERIAIS, JANEIRO/2020. VALOR BRUTO R$ 17.257,00, (RETENCAO DE R$ 2.186,38 PARA RECOLHIMENTO EM CONTA VINCULADA NOS TERMOS DA RESOLUCAO N. 169/2013 DO CNJ).;NA;NA;NA;NA
070023000012020NE000071;LIMPEZA E CONSERVACAO;APROPRIACAO DE RETENCAO DE R$ 2.186,38 PARA RECOLHIMENTO EM CONTA VINCULADA NOS TERMOS DA RESOLUCAO N. 169/2013 DO CNJ RELATIVO A FATURAS 70 A 76, EMITIDAS 03/02/2020. CONTRATO: TRE/GO N. 13/2019. SERVICOS DE LIMPEZA E CONSERVACAO COM FORNECIMENTO DE MATERIAIS, JANEIRO/2020 NO VALOR BRUTO R$ 17.257,00.;NA;NA;NA;NA
070023000012020NE000071;LIMPEZA E CONSERVACAO;RECOLHIMENTO DE INSS SOBRE NF 70 A 76, EMITIDAS EM 03/02/2020, REF. CONTRATO 13/2019, MES DE JANEIRO/2020, VALOR BASE R$ 11.964,36, ALIQUOTA 11,00 PP.;NA;NA;NA;NA
